Id,SalePrice
1461,11.852083614739312
1462,11.937558512160308
1463,12.110705317790783
1464,12.171066368779307
1465,12.291540325755234
1466,12.037053092048986
1467,12.26177488455472
1468,12.251868819592465
1469,12.075543232383604
1470,11.78406022189553
1471,12.07377686643143
1472,11.865322694954102
1473,11.568280023431479
1474,11.935375865137324
1475,11.885124723048419
1476,12.284150714572343
1477,12.251706225785014
1478,12.19500794990023
1479,12.290262823059443
1480,12.476821614595934
1481,12.575659204687673
1482,12.07585382372437
1483,12.153850313449986
1484,12.062565148951748
1485,12.197329702314759
1486,12.257079219790233
1487,12.293646683308088
1488,12.467520990502692
1489,12.394006326926545
1490,11.890131815205228
1491,12.031894782586882
1492,11.534948356938413
1493,11.997428408388847
1494,12.484420794576259
1495,12.455046704592943
1496,12.479300606676338
1497,12.007756561123827
1498,12.191077988603263
1499,11.987695366656235
1500,11.82041398756777
1501,12.106019738521923
1502,12.127431235988729
1503,12.182413913771276
1504,12.145257993560497
1505,12.186145497403471
1506,12.091633159870364
1507,12.359943095691937
1508,12.121693750518416
1509,12.02238895850403
1510,11.806526519725203
1511,11.814902123288865
1512,11.78954315919968
1513,11.77972501399607
1514,12.015229914163092
1515,11.923388927836514
1516,11.949011420899312
1517,12.046893602434727
1518,11.797825656563361
1519,12.476197142477949
1520,11.666643772647438
1521,11.791171913330288
1522,11.792423821039089
1523,11.766204289832524
1524,11.769387669515483
1525,11.941239703573457
1526,11.88897255236742
1527,12.039861749378986
1528,11.926298302173874
1529,11.626719525310632
1530,12.155864147893253
1531,11.826106592635321
1532,11.404988648325869
1533,11.81705405234497
1534,11.737462133783644
1535,11.811358500304143
1536,11.485469893269446
1537,10.950713518999601
1538,11.76807835293757
1539,12.257858828944608
1540,11.063263916806434
1541,12.050524013953511
1542,11.87473452654703
1543,12.197550324924295
1544,11.500686384677657
1545,11.516841697161986
1546,12.112519208399595
1547,11.809850300437715
1548,11.585656514080462
1549,11.720604128199355
1550,11.764279574143169
1551,11.418433361544935
1552,11.781413757032782
1553,11.799567141130472
1554,11.992827640988295
1555,12.012783425420695
1556,11.458960001080724
1557,11.655050456982016
1558,11.576635885347907
1559,10.91037064387079
1560,11.730258243498744
1561,11.757207936832577
1562,11.891177840670196
1563,11.675189010052229
1564,11.847281207158865
